Anonymised Name,Data Centre Type (Derived),Cleansed Voltage Level,Datetime (Local),Overall Data Centre Half Hourly Utilisation
Data Centre #81,Co-located,Low Voltage Import,2024-03-27T21:00:00+00:00,32.29
Data Centre #7,Co-located,Extra-High Voltage Import,2024-03-27T21:00:00+00:00,35.13
Data Centre #71,Co-located,Low Voltage Import,2024-03-27T21:00:00+00:00,28.53
Data Centre #74,Enterprise,Low Voltage Import,2024-03-27T21:00:00+00:00,1.63
Data Centre #71,Co-located,Low Voltage Import,2024-03-27T21:30:00+00:00,28.58
Data Centre #74,Enterprise,Low Voltage Import,2024-03-27T21:30:00+00:00,1.63
Data Centre #11,Co-located,High Voltage Import,2024-03-27T21:30:00+00:00,0.43
Data Centre #2,Co-located,Extra-High Voltage Import,2024-03-27T21:30:00+00:00,4.279999999999999
Data Centre #66,Co-located,High Voltage Import,2024-03-27T21:30:00+00:00,24.86
Data Centre #22,Co-located,High Voltage Import,2024-03-27T21:30:00+00:00,36.26
Data Centre #48,Co-located,High Voltage Import,2024-03-27T21:30:00+00:00,14.63
Data Centre #15,Co-located,High Voltage Import,2024-03-27T21:30:00+00:00,30.23
Data Centre #73,Co-located,Low Voltage Import,2024-03-27T21:30:00+00:00,3.45
Data Centre #84,Co-located,Low Voltage Import,2024-03-27T21:30:00+00:00,9.4
Data Centre #10,Co-located,High Voltage Import,2024-03-27T21:30:00+00:00,10.77
Data Centre #30,Co-located,High Voltage Import,2024-03-27T21:30:00+00:00,26.71
Data Centre #31,Enterprise,High Voltage Import,2024-03-27T21:30:00+00:00,2.41
Data Centre #44,Co-located,High Voltage Import,2024-03-27T21:30:00+00:00,28.87
Data Centre #63,Co-located,High Voltage Import,2024-03-27T21:30:00+00:00,5.82
Data Centre #17,Co-located,High Voltage Import,2024-03-27T21:30:00+00:00,21.4
Data Centre #4,Co-located,High Voltage Import,2024-03-27T21:30:00+00:00,13.669999999999998
Data Centre #52,Co-located,High Voltage Import,2024-03-27T21:30:00+00:00,1.35
Data Centre #5,Co-located,High Voltage Import,2024-03-27T21:30:00+00:00,19.93
Data Centre #11,Co-located,High Voltage Import,2024-03-27T21:30:00+00:00,29.330000000000002
Data Centre #14,Enterprise,High Voltage Import,2024-03-27T21:30:00+00:00,37.059999999999995
Data Centre #42,Co-located,High Voltage Import,2024-03-27T21:30:00+00:00,18.57
Data Centre #1,Enterprise,Extra-High Voltage Import,2024-03-27T22:00:00+00:00,1.9800000000000002
Data Centre #59,Enterprise,High Voltage Import,2024-03-27T22:00:00+00:00,48.93
Data Centre #22,Co-located,High Voltage Import,2024-03-27T22:00:00+00:00,36.18
Data Centre #79,Co-located,Low Voltage Import,2024-03-27T22:00:00+00:00,9.26
Data Centre #17,Co-located,High Voltage Import,2024-03-27T22:00:00+00:00,11.68
Data Centre #37,Co-located,High Voltage Import,2024-03-27T22:00:00+00:00,0.0
Data Centre #41,Co-located,High Voltage Import,2024-03-27T22:00:00+00:00,0.0
Data Centre #75,Co-located,Low Voltage Import,2024-03-27T22:00:00+00:00,39.800000000000004
Data Centre #32,Co-located,High Voltage Import,2024-03-27T22:00:00+00:00,54.620000000000005
Data Centre #53,Co-located,High Voltage Import,2024-03-27T22:00:00+00:00,38.76
Data Centre #81,Co-located,Low Voltage Import,2024-03-27T22:00:00+00:00,32.57
Data Centre #10,Co-located,High Voltage Import,2024-03-27T22:00:00+00:00,0.44
Data Centre #11,Co-located,High Voltage Import,2024-03-27T22:00:00+00:00,29.24
Data Centre #65,Co-located,Low Voltage Import,2024-03-27T22:00:00+00:00,2.74
Data Centre #34,Co-located,High Voltage Import,2024-03-27T22:00:00+00:00,24.6
Data Centre #11,Co-located,High Voltage Import,2024-03-27T22:00:00+00:00,0.44999999999999996
Data Centre #38,Co-located,High Voltage Import,2024-03-27T22:00:00+00:00,0.06
Data Centre #44,Co-located,High Voltage Import,2024-03-27T22:00:00+00:00,28.860000000000003
Data Centre #54,Co-located,High Voltage Import,2024-03-27T22:00:00+00:00,0.11
Data Centre #72,Co-located,Low Voltage Import,2024-03-27T22:00:00+00:00,56.95
Data Centre #63,Co-located,High Voltage Import,2024-03-27T22:00:00+00:00,5.970000000000001
Data Centre #3,Co-located,Extra-High Voltage Import,2024-03-27T22:00:00+00:00,25.669999999999998
Data Centre #40,Co-located,High Voltage Import,2024-03-27T22:00:00+00:00,0.0
Data Centre #48,Co-located,High Voltage Import,2024-03-27T22:00:00+00:00,1.77
Data Centre #1,Enterprise,Extra-High Voltage Import,2024-03-27T22:30:00+00:00,2.0500000000000003
Data Centre #9,Co-located,Extra-High Voltage Import,2024-03-27T22:30:00+00:00,0.0
Data Centre #50,Co-located,High Voltage Import,2024-03-27T22:30:00+00:00,17.150000000000002
Data Centre #30,Co-located,High Voltage Import,2024-03-27T22:30:00+00:00,26.68
Data Centre #13,Enterprise,High Voltage Import,2024-03-27T22:30:00+00:00,7.37
Data Centre #72,Co-located,Low Voltage Import,2024-03-27T22:30:00+00:00,57.15
Data Centre #19,Enterprise,Extra-High Voltage Import,2024-03-27T22:30:00+00:00,21.41
Data Centre #27,Enterprise,High Voltage Import,2024-03-27T22:30:00+00:00,43.15
Data Centre #31,Enterprise,High Voltage Import,2024-03-27T22:30:00+00:00,2.4
Data Centre #46,Co-located,High Voltage Import,2024-03-27T22:30:00+00:00,12.91
Data Centre #11,Co-located,High Voltage Import,2024-03-27T22:30:00+00:00,29.24
Data Centre #67,Co-located,High Voltage Import,2024-03-27T22:30:00+00:00,28.22
Data Centre #47,Co-located,High Voltage Import,2024-03-27T22:30:00+00:00,13.48
Data Centre #76,Co-located,Low Voltage Import,2024-03-27T22:30:00+00:00,20.53
Data Centre #66,Co-located,High Voltage Import,2024-03-27T22:30:00+00:00,24.740000000000002
Data Centre #36,Enterprise,High Voltage Import,2024-03-27T22:30:00+00:00,26.25
Data Centre #45,Co-located,High Voltage Import,2024-03-27T22:30:00+00:00,30.59
Data Centre #78,Co-located,Low Voltage Import,2024-03-27T22:30:00+00:00,8.110000000000001
Data Centre #35,Enterprise,High Voltage Import,2024-03-27T22:30:00+00:00,8.959999999999999
Data Centre #4,Co-located,High Voltage Import,2024-03-27T22:30:00+00:00,3.8
Data Centre #17,Co-located,High Voltage Import,2024-03-27T22:30:00+00:00,11.64
Data Centre #23,Co-located,High Voltage Import,2024-03-27T22:30:00+00:00,22.16
Data Centre #11,Co-located,High Voltage Import,2024-03-27T22:30:00+00:00,0.43
Data Centre #29,Co-located,High Voltage Import,2024-03-27T22:30:00+00:00,19.61
Data Centre #39,Co-located,High Voltage Import,2024-03-27T22:30:00+00:00,0.27999999999999997
Data Centre #34,Co-located,High Voltage Import,2024-03-27T22:30:00+00:00,19.96
Data Centre #44,Co-located,High Voltage Import,2024-03-27T22:30:00+00:00,29.03
Data Centre #29,Co-located,High Voltage Import,2024-03-27T22:30:00+00:00,8.86
Data Centre #6,Co-located,Extra-High Voltage Import,2024-03-27T22:30:00+00:00,6.239999999999999
Data Centre #65,Co-located,Low Voltage Import,2024-03-27T22:30:00+00:00,2.7199999999999998
Data Centre #10,Co-located,High Voltage Import,2024-03-27T22:30:00+00:00,10.77
Data Centre #18,Co-located,Extra-High Voltage Import,2024-03-27T23:00:00+00:00,27.97
Data Centre #7,Co-located,Extra-High Voltage Import,2024-03-27T23:00:00+00:00,34.86
Data Centre #10,Co-located,High Voltage Import,2024-03-27T23:00:00+00:00,10.780000000000001
Data Centre #17,Co-located,High Voltage Import,2024-03-27T23:00:00+00:00,21.32
Data Centre #57,Co-located,High Voltage Import,2024-03-27T23:00:00+00:00,58.879999999999995
Data Centre #47,Co-located,High Voltage Import,2024-03-27T23:00:00+00:00,13.5
Data Centre #19,Enterprise,Extra-High Voltage Import,2024-03-27T23:00:00+00:00,21.51
Data Centre #17,Co-located,High Voltage Import,2024-03-27T23:00:00+00:00,11.68
Data Centre #77,Enterprise,Low Voltage Import,2024-03-27T23:00:00+00:00,17.44
Data Centre #50,Co-located,High Voltage Import,2024-03-27T23:00:00+00:00,17.130000000000003
Data Centre #81,Co-located,Low Voltage Import,2024-03-27T23:00:00+00:00,32.86
Data Centre #11,Co-located,High Voltage Import,2024-03-27T23:00:00+00:00,0.44
Data Centre #58,Co-located,High Voltage Import,2024-03-27T23:00:00+00:00,7.5600000000000005
Data Centre #31,Enterprise,High Voltage Import,2024-03-27T23:00:00+00:00,2.48
Data Centre #1,Enterprise,Extra-High Voltage Import,2024-03-27T23:00:00+00:00,2.0
Data Centre #78,Co-located,Low Voltage Import,2024-03-27T23:00:00+00:00,8.219999999999999
Data Centre #75,Co-located,Low Voltage Import,2024-03-27T23:00:00+00:00,39.47
Data Centre #10,Co-located,High Voltage Import,2024-03-27T23:00:00+00:00,0.44
Data Centre #16,Co-located,Extra-High Voltage Import,2024-03-27T23:00:00+00:00,0.0
Data Centre #41,Co-located,High Voltage Import,2024-03-27T23:00:00+00:00,0.0
Data Centre #65,Co-located,Low Voltage Import,2024-03-27T23:00:00+00:00,2.8000000000000003
Data Centre #36,Enterprise,High Voltage Import,2024-03-27T23:00:00+00:00,25.75
Data Centre #12,Co-located,High Voltage Import,2024-03-27T23:00:00+00:00,53.190000000000005
Data Centre #62,Co-located,High Voltage Import,2024-03-27T23:00:00+00:00,32.629999999999995
Data Centre #48,Co-located,High Voltage Import,2024-03-27T23:00:00+00:00,14.59
Data Centre #29,Co-located,High Voltage Import,2024-03-27T23:00:00+00:00,19.59
Data Centre #3,Co-located,Extra-High Voltage Import,2024-03-27T23:00:00+00:00,25.56
Data Centre #32,Co-located,High Voltage Import,2024-03-27T23:00:00+00:00,54.730000000000004
Data Centre #40,Co-located,High Voltage Import,2024-03-27T23:00:00+00:00,0.0
Data Centre #6,Co-located,Extra-High Voltage Import,2024-03-27T23:00:00+00:00,6.2
Data Centre #15,Co-located,High Voltage Import,2024-03-27T23:00:00+00:00,0.0
Data Centre #8,Enterprise,Extra-High Voltage Import,2024-03-27T23:00:00+00:00,0.2
Data Centre #46,Co-located,High Voltage Import,2024-03-27T23:00:00+00:00,12.7
Data Centre #48,Co-located,High Voltage Import,2024-03-27T23:00:00+00:00,1.76
Data Centre #14,Enterprise,High Voltage Import,2024-03-27T23:00:00+00:00,37.07
Data Centre #21,Co-located,High Voltage Import,2024-03-27T23:30:00+00:00,16.96
Data Centre #84,Co-located,Low Voltage Import,2024-03-27T23:30:00+00:00,9.6
Data Centre #63,Co-located,High Voltage Import,2024-03-27T23:30:00+00:00,5.82
Data Centre #38,Co-located,High Voltage Import,2024-03-27T23:30:00+00:00,0.06999999999999999
Data Centre #35,Enterprise,High Voltage Import,2024-03-27T23:30:00+00:00,8.99
Data Centre #13,Enterprise,High Voltage Import,2024-03-27T23:30:00+00:00,7.37
Data Centre #55,Co-located,High Voltage Import,2024-03-27T23:30:00+00:00,29.160000000000004
Data Centre #4,Co-located,High Voltage Import,2024-03-27T23:30:00+00:00,3.7900000000000005
Data Centre #50,Co-located,High Voltage Import,2024-03-27T23:30:00+00:00,17.43
Data Centre #1,Enterprise,Extra-High Voltage Import,2024-03-27T23:30:00+00:00,2.04
Data Centre #74,Enterprise,Low Voltage Import,2024-03-27T23:30:00+00:00,1.7000000000000002
Data Centre #77,Enterprise,Low Voltage Import,2024-03-27T23:30:00+00:00,17.2
Data Centre #27,Enterprise,High Voltage Import,2024-03-27T23:30:00+00:00,42.559999999999995
Data Centre #6,Co-located,Extra-High Voltage Import,2024-03-27T23:30:00+00:00,6.1899999999999995
Data Centre #4,Co-located,High Voltage Import,2024-03-27T23:30:00+00:00,13.58
Data Centre #36,Enterprise,High Voltage Import,2024-03-27T23:30:00+00:00,26.55
Data Centre #64,Enterprise,Low Voltage Import,2024-03-27T23:30:00+00:00,13.8
Data Centre #3,Co-located,Extra-High Voltage Import,2024-03-27T23:30:00+00:00,25.330000000000002
Data Centre #15,Co-located,High Voltage Import,2024-03-27T23:30:00+00:00,0.0
Data Centre #59,Enterprise,High Voltage Import,2024-03-27T23:30:00+00:00,49.43
Data Centre #49,Enterprise,High Voltage Import,2024-03-27T23:30:00+00:00,50.839999999999996
Data Centre #37,Co-located,High Voltage Import,2024-03-27T23:30:00+00:00,0.0
Data Centre #70,Co-located,Low Voltage Import,2024-03-27T23:30:00+00:00,23.5
Data Centre #23,Co-located,High Voltage Import,2024-03-27T23:30:00+00:00,22.08
Data Centre #19,Enterprise,Extra-High Voltage Import,2024-03-27T23:30:00+00:00,21.39
Data Centre #9,Co-located,Extra-High Voltage Import,2024-03-27T23:30:00+00:00,0.0
Data Centre #69,Co-located,High Voltage Import,2024-03-27T23:30:00+00:00,68.67999999999999
Data Centre #30,Co-located,High Voltage Import,2024-03-27T23:30:00+00:00,26.529999999999998
Data Centre #11,Co-located,High Voltage Import,2024-03-27T23:30:00+00:00,0.43
Data Centre #48,Co-located,High Voltage Import,2024-03-28T00:00:00+00:00,14.31
Data Centre #65,Co-located,Low Voltage Import,2024-03-28T00:00:00+00:00,2.1
Data Centre #15,Co-located,High Voltage Import,2024-03-28T00:00:00+00:00,30.23
Data Centre #38,Co-located,High Voltage Import,2024-03-28T00:00:00+00:00,0.13999999999999999
Data Centre #78,Co-located,Low Voltage Import,2024-03-28T00:00:00+00:00,8.44
Data Centre #5,Co-located,High Voltage Import,2024-03-28T00:00:00+00:00,19.900000000000002
Data Centre #4,Co-located,High Voltage Import,2024-03-28T00:00:00+00:00,13.639999999999999
Data Centre #76,Co-located,Low Voltage Import,2024-03-28T00:00:00+00:00,20.53
Data Centre #26,Co-located,High Voltage Import,2024-03-28T00:00:00+00:00,42.11
Data Centre #18,Co-located,Extra-High Voltage Import,2024-03-28T00:00:00+00:00,28.02
Data Centre #49,Enterprise,High Voltage Import,2024-03-28T00:00:00+00:00,50.09
Data Centre #81,Co-located,Low Voltage Import,2024-03-28T00:00:00+00:00,33.0
Data Centre #44,Co-located,High Voltage Import,2024-03-28T00:00:00+00:00,28.83
Data Centre #29,Co-located,High Voltage Import,2024-03-28T00:00:00+00:00,8.559999999999999
Data Centre #59,Enterprise,High Voltage Import,2024-03-28T00:00:00+00:00,49.08
Data Centre #16,Co-located,Extra-High Voltage Import,2024-03-28T00:00:00+00:00,0.0
Data Centre #10,Co-located,High Voltage Import,2024-03-28T00:00:00+00:00,0.44999999999999996
Data Centre #13,Enterprise,High Voltage Import,2024-03-28T00:00:00+00:00,7.12
Data Centre #63,Co-located,High Voltage Import,2024-03-28T00:00:00+00:00,5.93
Data Centre #36,Enterprise,High Voltage Import,2024-03-28T00:00:00+00:00,25.85
Data Centre #62,Co-located,High Voltage Import,2024-03-28T00:00:00+00:00,31.91
Data Centre #4,Co-located,High Voltage Import,2024-03-28T00:00:00+00:00,3.83
Data Centre #53,Co-located,High Voltage Import,2024-03-28T00:00:00+00:00,38.71
Data Centre #70,Co-located,Low Voltage Import,2024-03-28T00:00:00+00:00,23.599999999999998
Data Centre #84,Co-located,Low Voltage Import,2024-03-28T00:00:00+00:00,9.4
Data Centre #52,Co-located,High Voltage Import,2024-03-28T00:00:00+00:00,1.51
Data Centre #74,Enterprise,Low Voltage Import,2024-03-28T00:00:00+00:00,1.77
Data Centre #41,Co-located,High Voltage Import,2024-03-28T00:00:00+00:00,0.0
Data Centre #37,Co-located,High Voltage Import,2024-03-28T00:00:00+00:00,0.0
Data Centre #55,Co-located,High Voltage Import,2024-03-28T00:00:00+00:00,28.92
Data Centre #65,Co-located,Low Voltage Import,2024-03-28T00:30:00+00:00,2.16
Data Centre #76,Co-located,Low Voltage Import,2024-03-28T00:30:00+00:00,20.53
Data Centre #4,Co-located,High Voltage Import,2024-03-28T00:30:00+00:00,13.65
Data Centre #62,Co-located,High Voltage Import,2024-03-28T00:30:00+00:00,31.72
Data Centre #53,Co-located,High Voltage Import,2024-03-28T00:30:00+00:00,38.72
Data Centre #21,Co-located,High Voltage Import,2024-03-28T00:30:00+00:00,16.97
Data Centre #11,Co-located,High Voltage Import,2024-03-28T00:30:00+00:00,0.44
Data Centre #55,Co-located,High Voltage Import,2024-03-28T00:30:00+00:00,29.060000000000002
Data Centre #27,Enterprise,High Voltage Import,2024-03-28T00:30:00+00:00,42.71
Data Centre #11,Co-located,High Voltage Import,2024-03-28T00:30:00+00:00,29.38
Data Centre #56,Co-located,High Voltage Import,2024-03-28T00:30:00+00:00,14.67
Data Centre #2,Co-located,Extra-High Voltage Import,2024-03-28T00:30:00+00:00,4.24
Data Centre #48,Co-located,High Voltage Import,2024-03-28T00:30:00+00:00,14.41
Data Centre #80,Co-located,Low Voltage Import,2024-03-28T00:30:00+00:00,16.38
Data Centre #29,Co-located,High Voltage Import,2024-03-28T00:30:00+00:00,8.6
Data Centre #16,Co-located,Extra-High Voltage Import,2024-03-28T00:30:00+00:00,0.0
Data Centre #9,Co-located,Extra-High Voltage Import,2024-03-28T00:30:00+00:00,0.0
Data Centre #5,Co-located,High Voltage Import,2024-03-28T00:30:00+00:00,19.89
Data Centre #67,Co-located,High Voltage Import,2024-03-28T00:30:00+00:00,27.200000000000003
Data Centre #23,Co-located,High Voltage Import,2024-03-28T00:30:00+00:00,22.05
Data Centre #70,Co-located,Low Voltage Import,2024-03-28T00:30:00+00:00,23.7
Data Centre #14,Enterprise,High Voltage Import,2024-03-28T00:30:00+00:00,37.31
Data Centre #58,Co-located,High Voltage Import,2024-03-28T00:30:00+00:00,7.580000000000001
Data Centre #17,Co-located,High Voltage Import,2024-03-28T00:30:00+00:00,2.6
Data Centre #78,Co-located,Low Voltage Import,2024-03-28T00:30:00+00:00,7.779999999999999
Data Centre #79,Co-located,Low Voltage Import,2024-03-28T00:30:00+00:00,7.7700000000000005
Data Centre #17,Co-located,High Voltage Import,2024-03-28T00:30:00+00:00,14.2
Data Centre #57,Co-located,High Voltage Import,2024-03-28T00:30:00+00:00,61.56
Data Centre #36,Enterprise,High Voltage Import,2024-03-28T01:00:00+00:00,26.0
Data Centre #13,Enterprise,High Voltage Import,2024-03-28T01:00:00+00:00,19.77
Data Centre #62,Co-located,High Voltage Import,2024-03-28T01:00:00+00:00,31.259999999999998
Data Centre #18,Co-located,Extra-High Voltage Import,2024-03-28T01:00:00+00:00,28.22
Data Centre #84,Co-located,Low Voltage Import,2024-03-28T01:00:00+00:00,9.6
Data Centre #27,Enterprise,High Voltage Import,2024-03-28T01:00:00+00:00,42.9
Data Centre #11,Co-located,High Voltage Import,2024-03-28T01:00:00+00:00,0.44
Data Centre #50,Co-located,High Voltage Import,2024-03-28T01:00:00+00:00,17.05
Data Centre #10,Co-located,High Voltage Import,2024-03-28T01:00:00+00:00,10.85
Data Centre #24,Co-located,High Voltage Import,2024-03-28T01:00:00+00:00,18.54
Data Centre #9,Co-located,Extra-High Voltage Import,2024-03-28T01:00:00+00:00,0.0
Data Centre #11,Co-located,High Voltage Import,2024-03-28T01:00:00+00:00,29.39
Data Centre #42,Co-located,High Voltage Import,2024-03-28T01:00:00+00:00,18.61
Data Centre #12,Co-located,High Voltage Import,2024-03-28T01:00:00+00:00,52.980000000000004
Data Centre #76,Co-located,Low Voltage Import,2024-03-28T01:00:00+00:00,20.330000000000002
Data Centre #78,Co-located,Low Voltage Import,2024-03-28T01:00:00+00:00,8.33
Data Centre #57,Co-located,High Voltage Import,2024-03-28T01:00:00+00:00,72.07000000000001
Data Centre #63,Co-located,High Voltage Import,2024-03-28T01:00:00+00:00,6.02
Data Centre #20,Enterprise,High Voltage Import,2024-03-28T01:00:00+00:00,15.21
Data Centre #48,Co-located,High Voltage Import,2024-03-28T01:00:00+00:00,1.7999999999999998
Data Centre #52,Co-located,High Voltage Import,2024-03-28T01:00:00+00:00,1.51
Data Centre #32,Co-located,High Voltage Import,2024-03-28T01:00:00+00:00,55.24
Data Centre #73,Co-located,Low Voltage Import,2024-03-28T01:00:00+00:00,3.08
Data Centre #80,Co-located,Low Voltage Import,2024-03-28T01:00:00+00:00,16.5
Data Centre #10,Co-located,High Voltage Import,2024-03-28T01:00:00+00:00,0.44
Data Centre #79,Co-located,Low Voltage Import,2024-03-28T01:00:00+00:00,10.63
Data Centre #75,Co-located,Low Voltage Import,2024-03-28T01:00:00+00:00,40.07
Data Centre #58,Co-located,High Voltage Import,2024-03-28T01:00:00+00:00,7.6
Data Centre #18,Co-located,Extra-High Voltage Import,2024-03-28T01:30:00+00:00,28.07
Data Centre #52,Co-located,High Voltage Import,2024-03-28T01:30:00+00:00,1.38
Data Centre #23,Co-located,High Voltage Import,2024-03-28T01:30:00+00:00,21.92
Data Centre #13,Enterprise,High Voltage Import,2024-03-28T01:30:00+00:00,16.93
Data Centre #39,Co-located,High Voltage Import,2024-03-28T01:30:00+00:00,0.29
Data Centre #81,Co-located,Low Voltage Import,2024-03-28T01:30:00+00:00,32.57
Data Centre #64,Enterprise,Low Voltage Import,2024-03-28T01:30:00+00:00,13.639999999999999
Data Centre #50,Co-located,High Voltage Import,2024-03-28T01:30:00+00:00,17.580000000000002
Data Centre #20,Enterprise,High Voltage Import,2024-03-28T01:30:00+00:00,18.45
Data Centre #11,Co-located,High Voltage Import,2024-03-28T01:30:00+00:00,0.44
Data Centre #17,Co-located,High Voltage Import,2024-03-28T01:30:00+00:00,2.6
Data Centre #41,Co-located,High Voltage Import,2024-03-28T01:30:00+00:00,0.0
Data Centre #63,Co-located,High Voltage Import,2024-03-28T01:30:00+00:00,5.92
Data Centre #6,Co-located,Extra-High Voltage Import,2024-03-28T01:30:00+00:00,6.09
Data Centre #48,Co-located,High Voltage Import,2024-03-28T01:30:00+00:00,1.79
Data Centre #75,Co-located,Low Voltage Import,2024-03-28T01:30:00+00:00,40.6
Data Centre #16,Co-located,Extra-High Voltage Import,2024-03-28T01:30:00+00:00,0.0
Data Centre #78,Co-located,Low Voltage Import,2024-03-28T01:30:00+00:00,7.89
Data Centre #51,Co-located,High Voltage Import,2024-03-28T01:30:00+00:00,1.51
Data Centre #24,Co-located,High Voltage Import,2024-03-28T01:30:00+00:00,18.62
Data Centre #44,Co-located,High Voltage Import,2024-03-28T01:30:00+00:00,28.98
Data Centre #8,Enterprise,Extra-High Voltage Import,2024-03-28T01:30:00+00:00,0.18
Data Centre #46,Co-located,High Voltage Import,2024-03-28T01:30:00+00:00,13.01
Data Centre #63,Co-located,High Voltage Import,2024-03-28T02:00:00+00:00,5.8999999999999995
Data Centre #65,Co-located,Low Voltage Import,2024-03-28T02:00:00+00:00,1.9
Data Centre #25,Co-located,High Voltage Import,2024-03-28T02:00:00+00:00,3.46
Data Centre #36,Enterprise,High Voltage Import,2024-03-28T02:00:00+00:00,25.650000000000002
Data Centre #48,Co-located,High Voltage Import,2024-03-28T02:00:00+00:00,1.79
Data Centre #17,Co-located,High Voltage Import,2024-03-28T02:00:00+00:00,14.16
Data Centre #53,Co-located,High Voltage Import,2024-03-28T02:00:00+00:00,38.53
Data Centre #19,Enterprise,Extra-High Voltage Import,2024-03-28T02:00:00+00:00,21.560000000000002
Data Centre #45,Co-located,High Voltage Import,2024-03-28T02:00:00+00:00,30.43
Data Centre #21,Co-located,High Voltage Import,2024-03-28T02:00:00+00:00,16.71
Data Centre #29,Co-located,High Voltage Import,2024-03-28T02:00:00+00:00,19.46
Data Centre #15,Co-located,High Voltage Import,2024-03-28T02:00:00+00:00,29.75
Data Centre #40,Co-located,High Voltage Import,2024-03-28T02:00:00+00:00,0.0
Data Centre #46,Co-located,High Voltage Import,2024-03-28T02:00:00+00:00,12.950000000000001
Data Centre #48,Co-located,High Voltage Import,2024-03-28T02:00:00+00:00,14.66
Data Centre #28,Co-located,High Voltage Import,2024-03-28T02:00:00+00:00,6.92
Data Centre #43,Co-located,High Voltage Import,2024-03-28T02:00:00+00:00,24.63
Data Centre #74,Enterprise,Low Voltage Import,2024-03-28T02:00:00+00:00,1.7999999999999998
Data Centre #44,Co-located,High Voltage Import,2024-03-28T02:00:00+00:00,29.080000000000002
Data Centre #12,Co-located,High Voltage Import,2024-03-28T02:00:00+00:00,52.73
Data Centre #75,Co-located,Low Voltage Import,2024-03-28T02:00:00+00:00,39.73
Data Centre #15,Co-located,High Voltage Import,2024-03-28T02:00:00+00:00,0.0
Data Centre #31,Enterprise,High Voltage Import,2024-03-28T02:00:00+00:00,3.08
Data Centre #42,Co-located,High Voltage Import,2024-03-28T02:00:00+00:00,18.59
Data Centre #6,Co-located,Extra-High Voltage Import,2024-03-28T02:00:00+00:00,6.12
Data Centre #79,Co-located,Low Voltage Import,2024-03-28T02:00:00+00:00,7.31
Data Centre #15,Co-located,High Voltage Import,2024-03-28T02:30:00+00:00,29.79
Data Centre #38,Co-located,High Voltage Import,2024-03-28T02:30:00+00:00,0.02
Data Centre #76,Co-located,Low Voltage Import,2024-03-28T02:30:00+00:00,20.4
Data Centre #57,Co-located,High Voltage Import,2024-03-28T02:30:00+00:00,71.84
Data Centre #50,Co-located,High Voltage Import,2024-03-28T02:30:00+00:00,17.06
Data Centre #81,Co-located,Low Voltage Import,2024-03-28T02:30:00+00:00,32.57
Data Centre #4,Co-located,High Voltage Import,2024-03-28T02:30:00+00:00,13.66
Data Centre #25,Co-located,High Voltage Import,2024-03-28T02:30:00+00:00,3.46
Data Centre #42,Co-located,High Voltage Import,2024-03-28T02:30:00+00:00,18.59
Data Centre #9,Co-located,Extra-High Voltage Import,2024-03-28T02:30:00+00:00,0.0
Data Centre #31,Enterprise,High Voltage Import,2024-03-28T02:30:00+00:00,2.76
Data Centre #18,Co-located,Extra-High Voltage Import,2024-03-28T02:30:00+00:00,27.82
Data Centre #12,Co-located,High Voltage Import,2024-03-28T02:30:00+00:00,52.52
Data Centre #45,Co-located,High Voltage Import,2024-03-28T02:30:00+00:00,30.349999999999998
Data Centre #39,Co-located,High Voltage Import,2024-03-28T02:30:00+00:00,0.29
Data Centre #72,Co-located,Low Voltage Import,2024-03-28T02:30:00+00:00,56.89999999999999
Data Centre #70,Co-located,Low Voltage Import,2024-03-28T02:30:00+00:00,23.7
Data Centre #69,Co-located,High Voltage Import,2024-03-28T02:30:00+00:00,68.62
Data Centre #43,Co-located,High Voltage Import,2024-03-28T02:30:00+00:00,24.05
Data Centre #32,Co-located,High Voltage Import,2024-03-28T02:30:00+00:00,55.13
Data Centre #48,Co-located,High Voltage Import,2024-03-28T02:30:00+00:00,14.249999999999998
Data Centre #23,Co-located,High Voltage Import,2024-03-28T02:30:00+00:00,21.78
Data Centre #22,Co-located,High Voltage Import,2024-03-28T02:30:00+00:00,35.93
Data Centre #29,Co-located,High Voltage Import,2024-03-28T02:30:00+00:00,19.49
Data Centre #41,Co-located,High Voltage Import,2024-03-28T02:30:00+00:00,0.0
Data Centre #48,Co-located,High Voltage Import,2024-03-28T03:00:00+00:00,13.84
Data Centre #1,Enterprise,Extra-High Voltage Import,2024-03-28T03:00:00+00:00,1.9800000000000002
Data Centre #14,Enterprise,High Voltage Import,2024-03-28T03:00:00+00:00,37.45
Data Centre #75,Co-located,Low Voltage Import,2024-03-28T03:00:00+00:00,40.129999999999995
Data Centre #43,Co-located,High Voltage Import,2024-03-28T03:00:00+00:00,23.9
Data Centre #4,Co-located,High Voltage Import,2024-03-28T03:00:00+00:00,3.8699999999999997
Data Centre #73,Co-located,Low Voltage Import,2024-03-28T03:00:00+00:00,3.0
Data Centre #10,Co-located,High Voltage Import,2024-03-28T03:00:00+00:00,10.94
Data Centre #13,Enterprise,High Voltage Import,2024-03-28T03:00:00+00:00,6.69
Data Centre #17,Co-located,High Voltage Import,2024-03-28T03:00:00+00:00,14.24
Data Centre #58,Co-located,High Voltage Import,2024-03-28T03:00:00+00:00,7.66
Data Centre #6,Co-located,Extra-High Voltage Import,2024-03-28T03:00:00+00:00,6.08
Data Centre #3,Co-located,Extra-High Voltage Import,2024-03-28T03:00:00+00:00,25.419999999999998
